Epoch,Phase,Loss,Accuracy,Precision,Recall,F1-Score
1,train,2.5588,0.2811,0.3305,0.2811,0.2775
1,val,2.3217,0.4771,0.5670,0.4771,0.4648
2,train,1.5341,0.6406,0.6600,0.6406,0.6111
2,val,1.2392,0.7991,0.8310,0.7991,0.7807
3,train,0.8879,0.8127,0.8226,0.8127,0.8052
3,val,0.6832,0.8863,0.9103,0.8863,0.8723
4,train,0.5182,0.8999,0.9004,0.8999,0.8998
4,val,0.4161,0.9217,0.9423,0.9217,0.9078
5,train,0.3466,0.9368,0.9368,0.9368,0.9366
5,val,0.3117,0.9321,0.9398,0.9321,0.9258
6,train,0.2465,0.9549,0.9555,0.9549,0.9550
6,val,0.2516,0.9424,0.9463,0.9424,0.9364
7,train,0.1767,0.9730,0.9732,0.9730,0.9730
7,val,0.2008,0.9424,0.9434,0.9424,0.9420
8,train,0.1433,0.9771,0.9772,0.9771,0.9771
8,val,0.2142,0.9380,0.9377,0.9380,0.9376
9,train,0.1025,0.9860,0.9860,0.9860,0.9860
9,val,0.2465,0.9380,0.9397,0.9380,0.9344
10,train,0.0949,0.9874,0.9875,0.9874,0.9874
10,val,0.1994,0.9409,0.9405,0.9409,0.9395
11,train,0.0640,0.9930,0.9930,0.9930,0.9930
11,val,0.2442,0.9365,0.9411,0.9365,0.9348
12,train,0.0642,0.9889,0.9890,0.9889,0.9889
12,val,0.2184,0.9483,0.9488,0.9483,0.9464
13,train,0.0513,0.9926,0.9926,0.9926,0.9926
13,val,0.2347,0.9439,0.9450,0.9439,0.9437
14,train,0.0550,0.9889,0.9890,0.9889,0.9889
14,val,0.2340,0.9439,0.9482,0.9439,0.9392
15,train,0.0460,0.9930,0.9930,0.9930,0.9930
15,val,0.2045,0.9350,0.9345,0.9350,0.9341
16,train,0.0407,0.9915,0.9915,0.9915,0.9915
16,val,0.2572,0.9350,0.9370,0.9350,0.9315
17,train,0.0342,0.9948,0.9949,0.9948,0.9948
17,val,0.2274,0.9468,0.9474,0.9468,0.9464
18,train,0.0344,0.9956,0.9956,0.9956,0.9956
18,val,0.2447,0.9409,0.9403,0.9409,0.9400
19,train,0.0229,0.9982,0.9982,0.9982,0.9982
19,val,0.2276,0.9483,0.9499,0.9483,0.9459
20,train,0.0230,0.9963,0.9963,0.9963,0.9963
20,val,0.2063,0.9483,0.9484,0.9483,0.9480
21,train,0.0265,0.9963,0.9963,0.9963,0.9963
21,val,0.1982,0.9409,0.9411,0.9409,0.9402
22,train,0.0337,0.9919,0.9919,0.9919,0.9919
22,val,0.2411,0.9424,0.9461,0.9424,0.9396
23,train,0.0278,0.9952,0.9953,0.9952,0.9952
23,val,0.2165,0.9498,0.9538,0.9498,0.9480
24,train,0.0187,0.9967,0.9967,0.9967,0.9967
24,val,0.2295,0.9527,0.9555,0.9527,0.9503
25,train,0.0189,0.9970,0.9971,0.9970,0.9970
25,val,0.1876,0.9542,0.9544,0.9542,0.9538
26,train,0.0236,0.9948,0.9948,0.9948,0.9948
26,val,0.2290,0.9483,0.9527,0.9483,0.9448
27,train,0.0169,0.9963,0.9963,0.9963,0.9963
27,val,0.2561,0.9424,0.9460,0.9424,0.9391
28,train,0.0181,0.9982,0.9982,0.9982,0.9982
28,val,0.2089,0.9483,0.9492,0.9483,0.9482
29,train,0.0234,0.9948,0.9949,0.9948,0.9948
29,val,0.2720,0.9409,0.9413,0.9409,0.9406
30,train,0.0135,0.9974,0.9974,0.9974,0.9974
30,val,0.2788,0.9513,0.9533,0.9513,0.9482
31,train,0.0128,0.9978,0.9978,0.9978,0.9978
31,val,0.2392,0.9483,0.9483,0.9483,0.9473
32,train,0.0168,0.9970,0.9971,0.9970,0.9970
32,val,0.2512,0.9380,0.9379,0.9380,0.9376
33,train,0.0145,0.9970,0.9971,0.9970,0.9970
33,val,0.2978,0.9409,0.9420,0.9409,0.9380
34,train,0.0178,0.9959,0.9960,0.9959,0.9959
34,val,0.2474,0.9439,0.9435,0.9439,0.9435
35,train,0.0149,0.9978,0.9978,0.9978,0.9978
35,val,0.2613,0.9468,0.9465,0.9468,0.9463
