Epoch,Phase,Loss,Accuracy,Precision,Recall,F1-Score
1,train,2.0086,0.5230,0.4395,0.4300,0.4296
1,val,1.1348,0.8730,0.8788,0.8730,0.8690
2,train,1.6643,0.6255,0.5673,0.5700,0.5682
2,val,0.9197,0.8907,0.9105,0.8907,0.8758
3,train,1.5953,0.6367,0.5866,0.5888,0.5871
3,val,0.8245,0.9158,0.9387,0.9158,0.9087
4,train,1.5104,0.6276,0.6216,0.6243,0.6225
4,val,0.8310,0.9099,0.9246,0.9099,0.8974
5,train,1.4578,0.6638,0.5073,0.5091,0.5075
5,val,0.8505,0.9143,0.9198,0.9143,0.9139
6,train,1.3648,0.7110,0.5105,0.5105,0.5101
6,val,0.8351,0.9202,0.9192,0.9202,0.9148
7,train,1.4337,0.6830,0.4733,0.4762,0.4740
7,val,0.8508,0.9202,0.9216,0.9202,0.9188
8,train,1.2567,0.7593,0.5790,0.5796,0.5789
8,val,0.9338,0.9025,0.9414,0.9025,0.8844
9,train,1.3971,0.6676,0.5843,0.5848,0.5837
9,val,0.8588,0.9202,0.9209,0.9202,0.9166
10,train,1.4034,0.6670,0.5331,0.5334,0.5329
10,val,0.9018,0.9040,0.9411,0.9040,0.8854
11,train,1.3855,0.6700,0.5796,0.5796,0.5788
11,val,0.8404,0.9261,0.9443,0.9261,0.9208
12,train,1.2633,0.7222,0.5668,0.5670,0.5666
12,val,0.8567,0.9188,0.9355,0.9188,0.9143
13,train,1.2837,0.7086,0.6037,0.6033,0.6030
13,val,0.9081,0.9143,0.9357,0.9143,0.9073
14,train,1.2648,0.7219,0.4977,0.4980,0.4976
14,val,0.8986,0.9291,0.9295,0.9291,0.9254
15,train,1.2757,0.7251,0.5948,0.5940,0.5940
15,val,0.8479,0.9306,0.9317,0.9306,0.9306
16,train,1.3141,0.6692,0.5645,0.5637,0.5635
16,val,0.8242,0.9409,0.9409,0.9409,0.9402
17,train,1.2384,0.7296,0.5038,0.5042,0.5038
17,val,0.9076,0.9040,0.9351,0.9040,0.8946
18,train,1.2617,0.7151,0.4694,0.4699,0.4691
18,val,0.8315,0.9261,0.9347,0.9261,0.9247
19,train,1.2543,0.7282,0.5231,0.5231,0.5228
19,val,0.8127,0.9261,0.9308,0.9261,0.9262
20,train,1.2300,0.7576,0.5944,0.5951,0.5944
20,val,0.8304,0.9335,0.9377,0.9335,0.9333
21,train,1.1462,0.7673,0.5618,0.5615,0.5614
21,val,0.8802,0.9173,0.9357,0.9173,0.9104
22,train,1.1428,0.7694,0.3750,0.3750,0.3748
22,val,0.8186,0.9306,0.9313,0.9306,0.9305
23,train,1.2251,0.7264,0.5140,0.5135,0.5135
23,val,0.9211,0.9173,0.9472,0.9173,0.9067
24,train,1.2433,0.7298,0.4546,0.4544,0.4543
24,val,0.8538,0.9350,0.9348,0.9350,0.9340
