Epoch,Phase,Loss,Accuracy,Precision,Recall,F1-Score
1,train,2.8487,0.1628,0.1488,0.1367,0.1280
1,val,2.4929,0.3442,0.5352,0.3442,0.2792
2,train,2.3837,0.3884,0.3779,0.3735,0.3552
2,val,1.6692,0.6972,0.7467,0.6972,0.6809
3,train,2.1045,0.4835,0.4065,0.4041,0.3917
3,val,1.2071,0.8287,0.8448,0.8287,0.8232
4,train,1.9174,0.5622,0.5470,0.5441,0.5421
4,val,1.0256,0.8774,0.8856,0.8774,0.8752
5,train,1.7785,0.6093,0.5378,0.5371,0.5365
5,val,0.8981,0.8981,0.9028,0.8981,0.8973
6,train,1.7610,0.6038,0.4062,0.4067,0.4059
6,val,0.8851,0.9084,0.9356,0.9084,0.8930
7,train,1.7017,0.6236,0.4934,0.4946,0.4936
7,val,0.8643,0.9188,0.9200,0.9188,0.9179
8,train,1.7286,0.6023,0.5089,0.5120,0.5097
8,val,0.8113,0.9188,0.9262,0.9188,0.9129
9,train,1.5461,0.6682,0.4841,0.4861,0.4848
9,val,0.7869,0.9232,0.9365,0.9232,0.9096
10,train,1.6883,0.6232,0.6498,0.6546,0.6512
10,val,0.8087,0.9247,0.9293,0.9247,0.9202
11,train,1.5753,0.6435,0.5478,0.5497,0.5480
11,val,0.7858,0.9350,0.9364,0.9350,0.9347
12,train,1.5791,0.6348,0.4392,0.4411,0.4396
12,val,0.7805,0.9306,0.9312,0.9306,0.9305
13,train,1.4378,0.6969,0.5284,0.5301,0.5287
13,val,0.7541,0.9306,0.9331,0.9306,0.9263
14,train,1.4218,0.7222,0.6179,0.6180,0.6172
14,val,0.7539,0.9409,0.9414,0.9409,0.9409
15,train,1.5982,0.6291,0.5198,0.5212,0.5202
15,val,0.7721,0.9365,0.9453,0.9365,0.9313
16,train,1.4867,0.6729,0.5973,0.5984,0.5973
16,val,0.7587,0.9424,0.9457,0.9424,0.9408
17,train,1.4945,0.6659,0.4935,0.4939,0.4929
17,val,0.7663,0.9439,0.9457,0.9439,0.9428
18,train,1.4475,0.6874,0.5740,0.5752,0.5742
18,val,0.7586,0.9409,0.9416,0.9409,0.9409
19,train,1.5153,0.6538,0.5443,0.5456,0.5446
19,val,0.7736,0.9424,0.9427,0.9424,0.9424
20,train,1.4278,0.7022,0.5635,0.5656,0.5641
20,val,0.7632,0.9409,0.9415,0.9409,0.9408
21,train,1.4755,0.6769,0.5073,0.5079,0.5072
21,val,0.7676,0.9439,0.9480,0.9439,0.9415
22,train,1.5109,0.6320,0.4671,0.4680,0.4669
22,val,0.7675,0.9542,0.9552,0.9542,0.9540
23,train,1.3727,0.7291,0.5410,0.5423,0.5413
23,val,0.7607,0.9498,0.9547,0.9498,0.9475
24,train,1.3952,0.6944,0.5542,0.5549,0.5543
24,val,0.7573,0.9513,0.9527,0.9513,0.9508
25,train,1.3111,0.7342,0.5961,0.5962,0.5957
25,val,0.7332,0.9527,0.9531,0.9527,0.9525
26,train,1.3739,0.6997,0.5048,0.5061,0.5050
26,val,0.7576,0.9527,0.9550,0.9527,0.9518
27,train,1.3928,0.7127,0.5428,0.5434,0.5429
27,val,0.7537,0.9586,0.9611,0.9586,0.9579
28,train,1.3174,0.7325,0.3592,0.3598,0.3594
28,val,0.8019,0.9468,0.9553,0.9468,0.9423
29,train,1.3803,0.6829,0.6282,0.6276,0.6273
29,val,0.7502,0.9616,0.9618,0.9616,0.9616
30,train,1.3752,0.6874,0.4905,0.4913,0.4904
30,val,0.7999,0.9453,0.9605,0.9453,0.9381
31,train,1.3740,0.6833,0.5845,0.5840,0.5838
31,val,0.7769,0.9513,0.9570,0.9513,0.9492
32,train,1.3434,0.7086,0.5005,0.5006,0.5002
32,val,0.7746,0.9527,0.9550,0.9527,0.9520
33,train,1.3263,0.7213,0.5377,0.5386,0.5377
33,val,0.7992,0.9439,0.9552,0.9439,0.9370
34,train,1.3460,0.7134,0.5435,0.5438,0.5433
34,val,0.7904,0.9498,0.9557,0.9498,0.9473
35,train,1.3506,0.7063,0.5941,0.5944,0.5939
35,val,0.7709,0.9601,0.9640,0.9601,0.9592
36,train,1.2872,0.7441,0.5313,0.5320,0.5313
36,val,0.7596,0.9601,0.9608,0.9601,0.9600
37,train,1.2920,0.7296,0.5920,0.5918,0.5916
37,val,0.7563,0.9616,0.9625,0.9616,0.9615
38,train,1.3168,0.7058,0.4453,0.4470,0.4456
38,val,0.7420,0.9631,0.9643,0.9631,0.9628
39,train,1.3204,0.7253,0.5921,0.5922,0.5919
39,val,0.7938,0.9498,0.9603,0.9498,0.9456
40,train,1.3251,0.7105,0.5225,0.5216,0.5217
40,val,0.7690,0.9616,0.9622,0.9616,0.9616
41,train,1.3318,0.6973,0.5581,0.5586,0.5579
41,val,0.7689,0.9601,0.9607,0.9601,0.9602
42,train,1.2140,0.7736,0.6611,0.6612,0.6609
42,val,0.7382,0.9645,0.9652,0.9645,0.9645
43,train,1.2706,0.7497,0.4396,0.4396,0.4395
43,val,0.7806,0.9527,0.9555,0.9527,0.9520
44,train,1.2862,0.7109,0.5279,0.5275,0.5275
44,val,0.7681,0.9557,0.9582,0.9557,0.9551
45,train,1.3983,0.6832,0.5072,0.5072,0.5064
45,val,0.8407,0.9409,0.9452,0.9409,0.9377
46,train,1.2980,0.7342,0.5762,0.5759,0.5758
46,val,0.8058,0.9498,0.9535,0.9498,0.9484
47,train,1.2580,0.7310,0.6171,0.6169,0.6167
47,val,0.7749,0.9631,0.9684,0.9631,0.9622
48,train,1.3332,0.7288,0.5740,0.5741,0.5735
48,val,0.7870,0.9542,0.9559,0.9542,0.9538
49,train,1.3127,0.6967,0.5391,0.5401,0.5392
49,val,0.7639,0.9616,0.9624,0.9616,0.9614
