Epoch,Phase,Loss,Accuracy,Precision,Recall,F1-Score
1,train,2.6848,0.2468,0.2660,0.2468,0.2252
1,val,2.5301,0.3471,0.5565,0.3471,0.2961
2,train,1.7875,0.6324,0.6688,0.6324,0.6031
2,val,1.6834,0.7932,0.7960,0.7932,0.7790
3,train,1.2473,0.8242,0.8321,0.8242,0.8216
3,val,1.1191,0.8671,0.8781,0.8671,0.8575
4,train,0.9513,0.9058,0.9063,0.9058,0.9054
4,val,0.8705,0.9217,0.9240,0.9217,0.9211
5,train,0.8102,0.9457,0.9458,0.9457,0.9456
5,val,0.8105,0.9202,0.9234,0.9202,0.9196
6,train,0.7396,0.9704,0.9706,0.9704,0.9705
6,val,0.7806,0.9321,0.9350,0.9321,0.9316
7,train,0.7130,0.9716,0.9717,0.9716,0.9716
7,val,0.7734,0.9306,0.9335,0.9306,0.9301
8,train,0.7000,0.9786,0.9787,0.9786,0.9786
8,val,0.7746,0.9306,0.9318,0.9306,0.9305
9,train,0.6711,0.9874,0.9875,0.9874,0.9874
9,val,0.7796,0.9424,0.9471,0.9424,0.9403
10,train,0.6548,0.9911,0.9912,0.9911,0.9911
10,val,0.8064,0.9247,0.9273,0.9247,0.9232
11,train,0.6626,0.9893,0.9894,0.9893,0.9893
11,val,0.7801,0.9350,0.9355,0.9350,0.9347
12,train,0.6499,0.9919,0.9919,0.9919,0.9919
12,val,0.7823,0.9394,0.9404,0.9394,0.9395
13,train,0.6440,0.9937,0.9938,0.9937,0.9937
13,val,0.8103,0.9321,0.9345,0.9321,0.9314
14,train,0.6404,0.9934,0.9934,0.9934,0.9934
14,val,0.7783,0.9439,0.9448,0.9439,0.9435
15,train,0.6443,0.9922,0.9923,0.9922,0.9922
15,val,0.7661,0.9468,0.9478,0.9468,0.9466
16,train,0.6319,0.9974,0.9974,0.9974,0.9974
16,val,0.7666,0.9409,0.9432,0.9409,0.9401
17,train,0.6305,0.9963,0.9963,0.9963,0.9963
17,val,0.7859,0.9409,0.9412,0.9409,0.9407
18,train,0.6297,0.9959,0.9960,0.9959,0.9959
18,val,0.7746,0.9453,0.9459,0.9453,0.9453
19,train,0.6272,0.9959,0.9960,0.9959,0.9959
19,val,0.7913,0.9380,0.9394,0.9380,0.9378
20,train,0.6275,0.9963,0.9963,0.9963,0.9963
20,val,0.8317,0.9350,0.9441,0.9350,0.9312
21,train,0.6265,0.9970,0.9971,0.9970,0.9970
21,val,0.8305,0.9321,0.9376,0.9321,0.9285
22,train,0.6317,0.9941,0.9941,0.9941,0.9941
22,val,0.7906,0.9335,0.9352,0.9335,0.9329
23,train,0.6242,0.9970,0.9971,0.9970,0.9970
23,val,0.7949,0.9409,0.9450,0.9409,0.9388
24,train,0.6219,0.9974,0.9974,0.9974,0.9974
24,val,0.8021,0.9306,0.9340,0.9306,0.9294
25,train,0.6220,0.9963,0.9963,0.9963,0.9963
25,val,0.7897,0.9394,0.9409,0.9394,0.9389
26,train,0.6173,0.9993,0.9993,0.9993,0.9993
26,val,0.7923,0.9409,0.9422,0.9409,0.9404
27,train,0.6172,0.9989,0.9989,0.9989,0.9989
27,val,0.7963,0.9439,0.9456,0.9439,0.9431
28,train,0.6189,0.9982,0.9982,0.9982,0.9982
28,val,0.7850,0.9483,0.9490,0.9483,0.9482
29,train,0.6200,0.9982,0.9982,0.9982,0.9982
